Sort 1
,5634,27
,6861,41
,1185,1
,854,0
,4359,16
,8545,62
,2300,4
,1875,3
,2409,4
,4240,15
,5368,25
,6034,31
,5455,23
,6620,38
,9161,70
,4283,15
,4596,17
,7430,45
,6284,32
,9814,78
,1380,1
,1944,3
,9119,69
,9850,81
,9559,76
,3150,8
,1597,2
,8195,58
,5622,27
,750,0
,1253,1
,7713,50
,7966,55
,1912,3
,4567,17
,301,0
,8080,53
,7417,56
,1338,1
,7463,46
,8387,58
,4826,19
,732,0
,3258,8
,8071,54
,7029,43
,5991,30
,4769,19
,2103,3
,7671,48
,5788,27
,9507,75
,7226,45
,8433,70
,8944,66
,4298,15
,1493,1
,7593,48
,9583,77
,3762,11
,4385,16
,5149,22
,4753,19
,1820,2
,8260,58
,5543,25
,9143,68
,1346,1
,8303,56
,108,0
,9266,83
,7061,41
,5411,25
,8207,57
,4321,16
,7666,49
,1457,1
,7555,47
,4596,17
,4035,13
,189,0
,477,0
,978,0
,5969,29
,9966,82
,3447,9
,2019,3
,9447,74
,1861,2
,6049,31
,3003,7
,3731,11
,7735,53
,7507,48
,3540,11
,7013,41
,4344,17
,9789,80
,6294,32
,6762,37
,2406,5
,5839,27
,4598,17
,1010,0
,8815,64
,356,0
,984,0
,7293,44
,8176,57
,4009,13
,1634,2
,9012,68
,7788,50
,6668,36
,4319,15
,8196,55
,7381,47
,9455,75
,2125,3
,5189,22
,4329,16
,9676,81
,836,0
,2585,5
,5404,26
,4355,16
,6595,36
,7072,41
,7134,42
,8030,56
,1384,1
,8424,59
,7273,43
,7285,44
,2891,7
,1762,3
,4122,14
,3085,8
,1079,0
,1743,2
,4185,14
,156,0
,9511,77
,8314,60
,2486,5
,3480,10
,3770,12
,7102,43
,4882,20
,1085,1
,1986,3
,7592,50
,5783,28
,3917,13
,8398,60
,360,0
,549,0
,513,0
,2865,6
,3169,8
,9083,69
,894,0
,2207,4
,6160,32
,6878,40
,1859,2
,1813,4
,7913,53
,5832,29
,7487,47
,2834,7
,6828,41
,8976,70
,8255,57
,1285,1
,4711,18
,417,0
,3429,9
,9796,81
,7589,48
,8106,56
,52,0
,7750,52
,9636,79
,3618,10
,9048,69
,7998,55
,116,0
,2534,5
,6354,34
,5044,22
,9835,84
,5617,27
,5425,24
,2002,3
,3078,8
,8919,67
,333,0
,1368,1
,618,0
,5661,26
,5148,21
,4924,20
,9385,74
,296,0
,519,0
,5185,22
,7344,44
,8416,59
,4647,17
,7187,43
,9884,81
,753,0
,1993,3
,6701,38
,2540,5
,447,0
,225,0
,6935,40
,3794,12
,5203,23
,6074,35
,8447,60
,1572,2
,7878,52
,6507,36
,1666,2
,4735,19
,7624,49
,7206,43
,967,0
,9883,80
,9358,75
,7898,51
,2585,6
,5977,30
,2182,4
,472,0
,6080,32
,9128,72
,9080,74
,6962,41
,4970,20
,7527,47
,570,0
,5007,20
,3674,11
,8694,64
,8288,57
,620,0
,77,0
,4629,17
,7615,55
,4076,14
,4118,14
,4750,18
,205,0
,2240,4
,8437,66
,4910,20
,6422,34
,178,0
,9768,80
,526,0
,7309,44
,5323,23
,3118,8
,3536,10
,6621,37
,2517,5
,68,0
,4837,19
,6203,42
,2154,4
,9230,73
,859,0
,2347,4
,2683,6
,4483,16
,9764,81
,1243,1
,6893,39
,2613,5
,2417,4
,5551,26
,8589,60
,4204,15
,6381,33
,6218,31
,4404,20
,2831,6
,4279,15
,7717,49
,2310,4
,3038,7
,3304,9
,2912,7
,4469,16
,1278,1
,2130,3
,8659,62
,594,0
,3458,10
,4377,16
,543,0
,4547,17
,2402,5
,2683,6
,6341,34
,6256,32
,1563,2
,1818,2
,8466,59
,4104,13
,1027,0
,9115,68
,5735,28
,8928,66
,7911,52
,2775,6
,4241,15
,171,0
,1090,1
,159,0
,4425,15
,9510,77
,4492,17
,7724,49
,137,0
,7306,45
,4878,19
,4132,14
,7705,49
,7620,47
,1213,1
,7561,47
,6774,37
,241,0
,3451,9
,4027,13
,6431,34
,4899,19
,2037,3
,4814,19
,2923,7
,1073,0
,473,0
,3638,11
,2458,5
,9050,70
,3497,10
,5998,29
,6726,38
,5257,23
,501,0
,6569,36
,5781,27
,6373,33
,7368,48
,7184,43
,750,0
,9440,73
,4993,20
,1049,1
,7830,51
,5903,31
,6011,31
,1496,2
,4422,17
,456,0
,6411,34
,4656,17
,4635,17
,6903,39
,6375,34
,8018,54
,6793,37
,4364,15
,5102,21
,3222,8
,9629,77
,4750,18
,727,0
,9288,72
,1725,2
,7379,45
,3849,12
,7945,53
,3150,8
,8167,54
,1460,1
,1206,1
,6131,30
,7529,48
,1659,2
,406,0
,6956,41
,1990,3
,9599,81
,3932,12
,1746,2
,685,0
,1705,2
,9340,74
,9005,68
,753,0
,9331,73
,875,0
,3601,10
,2717,6
,995,0
,4112,14
,7235,43
,3505,10
,5717,27
,1206,1
,251,0
,6555,36
,7572,46
,8707,61
,1048,0
,4689,18
,9845,81
,1075,0
,7802,51
,4299,16
,3361,9
,157,0
,6928,41
,3438,9
,5709,27
,3687,11
,3726,11
,6658,36
,4871,20
,4166,14
,9659,78
,4516,16
,5950,29
,621,0
,8757,63
,4568,17
,1246,1
,7862,52
,4865,20
,9847,81
,3655,11
,6863,38
,7443,45
,438,0
,9178,69
,7420,45
,7094,41
,519,0
,6975,39
,8795,63
,5400,24
,9560,76
,8358,58
,4228,15
,8709,62
,826,0
,3384,10
,8110,55
,2063,3
,1660,2
,1593,2
,4943,21
,8167,64
,4997,21
,1868,3
,5340,23
,8714,65
,6017,38
,5410,28
,4270,15
,6939,43
,1491,1
,5553,26
,6118,30
,3273,8
,1768,2
,9166,70
,9383,73
,3789,12
,3244,8
,3751,11
,3089,7
,5922,29
,8822,66
,3454,9
,5454,24
,8577,64
,6286,32
,1861,2
,9381,75
,9143,70
,3359,9
,3923,12
,1324,1
,3334,9
,3448,10
,3137,8
,9307,72
,7589,47
,8364,57
,8388,58
,8972,69
,1476,1
,57,0
,2055,3
,2494,5
,1649,2
,9094,69
,6820,39
,5832,28
,8144,55
,5509,25
,2206,3
,3322,9
,8779,63
,1432,1
,14,0
,5184,22
,4853,20
,1872,2
,457,0
,8656,62
,1452,1
,4688,18
,6442,35
,4658,18
,1275,1
,3744,11
,7521,46
,3647,11
,1449,1
,557,0
,4631,17
,370,0
,7746,50
,2670,5
,9517,75
,844,0
,2575,5
,562,0
,6849,41
,7796,53
,9492,73
,3269,9
,3403,9
,4107,14
,4710,19
,1025,0
,7418,46
,2988,7
,7400,46
,4305,15
,1766,2
,8242,58
,7761,51
,593,0
,9842,79
,4245,15
,7163,42
,769,0
,8144,55
,3052,7
,8314,58
,7561,46
,8944,65
,5830,28
,150,0
,2614,5
,9367,75
,7604,48
,7431,45
,2737,6
,8008,53
,7501,46
,685,0
,1265,1
,7761,50
,533,0
,7802,51
,7271,45
,245,0
,8440,61
,1420,1
,648,0
,5409,25
,6209,32
,9594,76
,7080,41
,925,0
,8407,58
,8697,62
,2208,4
,3202,8
,1334,1
,4876,19
,7282,43
,6386,34
,4491,16
,1127,1
,2628,5
,2568,5
,4265,15
,7182,43
,4376,16
,3645,11
,9034,67
,3823,11
,8604,61
,8596,61
,2207,4
,3240,8
,4381,15
,5475,25
,1240,1
,246,0
,7510,47
,2254,4
,4303,15
,939,0
,1527,1
,9089,79
,7486,52
,2187,4
,7713,50
,2490,5
,1281,1
,6227,31
,7069,42
,2289,4
,1110,1
,151,0
,92,0
,9126,68
,1681,2
,9111,69
,3337,9
,4101,13
,3708,11
,7485,46
,8731,63
,8103,53
,732,0
,885,0
,9159,69
,4360,15
,4350,16
,7033,40
,4834,19
,8369,59
,6672,37
,1048,0
,1651,2
,6514,36
,701,0
,1987,3
,1607,2
,5406,23
,3344,9
,2308,4
,9711,78
,9618,79
,170,0
,7291,45
,2147,3
,931,0
,4878,20
,8502,60
,2106,3
,7379,45
,4825,19
,4027,13
,6673,36
,7360,44
,5055,21
,6342,33
,4057,13
,3497,10
,8064,54
,970,0
,4158,14
,4862,19
,3658,10
,9446,75
,7633,48
,243,0
,9656,81
,3621,11
,7431,47
,2240,4
,7688,49
,2769,6
,9818,80
,2792,6
,1963,3
,982,0
,685,0
,3300,8
,3173,8
,4127,14
,7389,45
,3564,10
,5252,23
,1087,1
,9043,75
,5249,22
,3917,12
,8781,64
,1527,2
,5034,21
,8145,55
,4973,20
,9566,75
,1097,1
,6255,33
,6599,37
,3699,11
,5272,23
,52,0
,6615,36
,2372,4
,2358,4
,6957,41
,9504,75
,2547,5
,8856,65
,3405,9
,2237,4
,7533,48
,5133,22
,9033,69
,5974,29
,5624,26
,3859,12
,7089,41
,1259,1
,8485,66
,3168,8
,1562,2
,7216,43
,1492,1
,8782,63
,310,0
,4373,15
,9607,76
,3797,12
,7668,49
,6801,37
,4767,18
,9526,75
,6516,35
,7227,42
,19,0
,8370,59
,3219,8
,5828,28
,7167,43
,8757,63
,948,0
,2132,3
,2088,3
,4371,15
,4944,20
,5023,21
,7021,41
,6077,32
,2404,5
,2468,5
,9930,88
,8655,64
,553,0
,2578,5
,246,0
,2649,5
,5953,30
,6151,31
,5405,24
,1288,1
,3645,11
,6711,38
,5240,23
,7136,44
,6588,37
,9269,73
,5575,27
,7193,46
,3869,12
,6849,41
,256,0
,5027,21
,6341,34
,5726,31
,8193,63
,4648,18
,9964,84
,5263,22
,1874,2
,7452,47
,4162,14
,8269,56
,7782,49
,339,0
,7039,40
,1895,3
,1520,1
,3087,7
,8936,68
,8215,56
,7987,52
,4692,18
,7070,47
,7997,53
,2865,6
,6315,37
,400,0
,9290,74
,3989,13
,8991,68
,5360,25
,4731,19
Sort 2,5644,1
,9575,2
,6243,1
,6560,3
,893,0
,8192,0
,6050,0
,6808,0
,6474,0
,9447,0
,8350,0
,4251,0
,9374,1
,3440,0
,1233,0
,3684,0
,3446,0
,2918,0
,7135,0
,5704,0
,5453,0
,9551,0
,1466,0
,5639,0
,4752,0
,4586,0
,581,0
,654,0
,672,0
,1112,0
,1296,0
,2439,0
,6549,0
,7061,0
,2931,0
,4750,0
,8655,0
,7217,0
,9606,0
,3968,0
,216,0
,4335,0
,1581,0
,7202,0
,2054,0
,4954,0
,9393,0
,971,0
,4172,0
,5647,0
,5048,0
,5327,0
,7472,0
,8987,0
,1463,0
,5609,0
,7495,0
,4145,0
,5966,0
,9413,0
,9469,0
,1672,0
,2001,0
,1431,0
,1889,0
,1903,0
,7095,0
,4971,0
,8300,0
,9662,0
,3612,0
,9002,0
,5970,0
,7435,0
,3665,0
,7541,0
,8433,0
,4805,0
,9267,0
,4594,0
,4183,0
,5280,0
,3065,0
,8736,0
,2448,0
,9181,0
,279,0
,1176,0
,2300,0
,6341,0
,4591,0
,5426,0
,3343,0
,6499,0
,343,0
,8785,0
,6546,0
,4523,0
,3493,0
,5084,0
,2568,0
,7211,0
,2279,0
,3530,0
,811,0
,3004,0
,7424,0
,6409,0
,4324,0
,4788,0
,7037,0
,9531,0
,1865,0
,1676,0
,5893,0
,7454,0
,9184,0
,857,0
,4302,0
,9399,0
,4082,0
,2634,0
,2381,0
,6906,0
,5963,0
,8300,0
,6197,0
,6376,0
,4862,0
,4045,0
,5857,0
,1125,0
,4981,0
,9291,0
,9116,0
,2932,0
,5430,0
,3896,0
,9821,0
,9666,0
,5778,0
,8077,0
,9473,0
,2460,0
,3079,0
,9640,0
,8593,0
,7790,0
,6757,0
,7667,0
,7266,0
,714,0
,1101,0
,5618,0
,2874,0
,3168,0
,4116,0
,2841,0
,4464,0
,5024,0
,2680,0
,4696,0
,6669,0
,2937,0
,2890,0
,3124,0
,2799,0
,2045,0
,2969,0
,1234,0
,1277,0
,6419,0
,3279,0
,7459,0
,4084,0
,1528,0
,8437,0
,3559,0
,5423,0
,8244,0
,4290,0
,4239,0
,7045,0
,4245,0
,1280,0
,7475,0
,893,0
,8922,0
,5615,0
,1932,0
,8204,0
,6109,0
,8963,0
,6784,0
,7967,0
,1581,0
,7673,0
,8808,0
,3876,0
,1959,0
,167,0
,2431,0
,6306,0
,2833,0
,5985,0
,5897,0
,4346,0
,2628,0
,119,0
,4829,0
,8053,0
,4067,0
,2588,0
,9233,0
,6652,0
,1740,0
,1761,0
,2945,0
,6295,0
,6633,0
,736,0
,3435,0
,3309,0
,5443,0
,2325,0
,6090,0
,9578,0
,2917,0
,422,0
,6812,0
,1039,0
,5416,0
,3476,0
,178,0
,1395,0
,336,0
,9593,0
,3124,0
,6566,0
,3426,0
,5457,0
,4831,0
,2118,0
,7152,0
,5670,0
,1709,0
,4075,0
,8867,0
,3379,0
,9727,0
,6142,0
,4212,0
,2794,0
,8072,0
,9367,0
,3671,0
,4417,0
,7705,0
,3106,0
,9188,0
,1270,0
,6852,0
,2691,0
,8835,0
,7364,0
,2352,0
,545,0
,3699,0
,9550,0
,1849,0
,1966,0
,3080,0
,9112,0
,5280,0
,8551,0
,9423,0
,6869,0
,9926,0
,8326,0
,1614,0
,3786,0
,2593,0
,2613,0
,4413,0
,5905,0
,7720,0
,3821,0
,6219,0
,7290,0
,1937,0
,5116,0
,4207,0
,413,0
,9173,0
,101,0
,108,0
,6763,0
,8556,0
,8193,0
,2575,0
,8818,0
,8106,0
,3908,0
,7688,0
,8494,0
,9541,0
,5963,0
,9667,0
,1308,0
,4146,0
,1377,0
,994,0
,1850,0
,6683,0
,960,0
,3081,0
,939,0
,3344,0
,1380,0
,4373,0
,2214,0
,2903,0
,3355,0
,7354,0
,3726,0
,9105,0
,6537,0
,8567,0
,8061,0
,2858,0
,4136,0
,7496,0
,1113,0
,412,0
,349,0
,9800,0
,360,0
,8609,0
,5094,0
,5761,0
,7280,0
,5635,0
,4671,0
,8130,0
,2583,0
,3571,0
,515,0
,1003,0
,3241,0
,9810,0
,5904,0
,9416,0
,4216,0
,3646,0
,291,0
,5768,0
,4670,0
,8492,0
,5411,0
,5177,0
,5997,0
,7759,0
,6890,0
,2033,0
,8584,0
,1171,0
,9677,0
,8123,0
,2539,0
,761,0
,6204,0
,3037,0
,2372,0
,1439,0
,4229,0
,7906,0
,4165,0
,8394,0
,8563,0
,6488,0
,1265,0
,7651,0
,8356,0
,8024,0
,6324,0
,4075,0
,1577,0
,8062,0
,9840,0
,396,0
,3462,0
,9492,0
,7345,0
,830,0
,5417,0
,5775,0
,5890,0
,7827,0
,823,0
,341,0
,6009,0
,3168,0
,4754,0
,3450,0
,6605,0
,9944,0
,8311,0
,982,0
,88,0
,1526,0
,4435,0
,6836,0
,6023,0
,7110,0
,4534,0
,4249,0
,8590,0
,705,0
,880,0
,8927,0
,2696,0
,7956,0
,4711,0
,1438,0
,493,0
,3276,0
,6459,0
,7110,0
,6028,0
,2624,0
,416,0
,8027,0
,3751,0
,8122,0
,6507,0
,1021,0
,5726,0
,4915,0
,9464,0
,8018,0
,1636,0
,2250,0
,1064,0
,7955,0
,6030,0
,81,0
,2504,0
,9232,0
,3162,0
,5701,0
,3292,0
,9856,0
,2572,0
,4776,0
,1338,0
,7018,0
,867,0
,6828,0
,5763,0
,4121,0
,7018,0
,1165,0
,6909,0
,7359,1
,6426,0
,2044,0
,6331,0
,649,0
,1644,0
,2084,0
,7934,0
,8747,0
,5357,0
,4267,0
,3108,0
,4632,0
,9435,0
,5271,0
,8063,0
,5615,0
,6028,0
,1370,0
,6049,0
,3461,0
,3869,0
,1227,0
,4387,0
,4380,0
,2264,0
,7026,0
,2213,0
,7997,0
,7759,0
,6064,0
,9039,0
,3703,0
,8468,0
,2745,0
,6422,0
,8739,0
,1947,0
,1631,0
,3227,0
,1363,0
,3703,0
,6732,0
,2541,0
,2599,0
,6225,0
,5723,0
,7071,0
,8748,0
,5624,0
,9364,1
,4996,0
,8498,0
,2306,0
,3090,0
,9638,0
,9224,0
,8608,1
,5651,0
,326,0
,9958,1
,4623,0
,4668,0
,2221,0
,8470,0
,6427,0
,549,0
,8225,0
,7199,0
,6686,0
,4856,0
,6100,1
,9472,0
,3366,0
,1842,0
,806,0
,4902,0
,7493,0
,3219,0
,9451,0
,1770,0
,6354,0
,1688,0
,8488,0
,8362,0
,3100,0
,1778,0
,5878,0
,8802,0
,4319,0
,1554,0
,7528,0
,3527,0
,4511,0
,5652,0
,6425,0
,5248,0
,7713,0
,5653,0
,6479,0
,5601,0
,9658,0
,3219,0
,7757,0
,2997,0
,5838,0
,4175,0
,2084,0
,4519,0
,7610,0
,4209,0
,2904,0
,5597,0
,1678,0
,6409,0
,1505,0
,1362,0
,1746,0
,5821,0
,360,0
,9726,0
,1465,0
,2276,0
,2514,0
,4789,0
,9587,0
,2397,0
,8473,0
,4441,0
,5244,0
,2989,0
,7093,0
,9420,0
,594,0
,5219,0
,9593,0
,4886,0
,9316,0
,7530,0
,5834,0
,7775,0
,757,0
,7099,0
,2747,0
,3737,0
,5760,0
,4363,0
,4499,0
,4333,0
,3894,0
,8536,0
,6528,0
,6257,0
,7282,0
,540,0
,6485,0
,5283,0
,1182,0
,9692,0
,287,0
,3781,0
,7086,0
,8991,0
,1477,0
,1029,0
,9962,0
,3758,0
,6381,0
,3543,0
,122,0
,9045,0
,5036,0
,6705,0
,4826,0
,4707,0
,4165,0
,8355,0
,1980,0
,4083,0
,2451,0
,6273,0
,1596,0
,599,0
,8930,0
,7806,0
,2255,0
,4238,0
,9255,0
,2886,0
,1733,0
,51,0
,8847,0
,2632,0
,109,0
,5618,0
,2133,0
,9471,0
,1159,0
,5926,0
,9998,0
,3756,0
,69,0
,9748,0
,4526,0
,3026,0
,6027,0
,8078,0
,8845,0
,3869,0
,1766,0
,2309,0
,2308,0
,7199,0
,5833,0
,1502,0
,3233,0
,1513,0
,7618,0
,4815,0
,3643,0
,8978,0
,475,0
,8775,0
,6703,0
,407,0
,7692,0
,6391,0
,1048,0
,7455,0
,8013,0
,8689,0
,9421,0
,5242,0
,5913,0
,3467,0
,1509,0
,6598,0
,3711,0
,8176,0
,6710,0
,3693,0
,1234,0
,9076,0
,2394,0
,7726,0
,2688,0
,7809,0
,6002,0
,6742,0
,5056,0
,3042,0
,4597,0
,3595,0
,9876,0
,4028,0
,2289,0
,2421,0
,2510,0
,3348,0
,6515,0
,6441,0
,2255,0
,7937,0
,7633,0
,9683,0
,1227,0
,3919,0
,7924,0
,80,0
,1288,0
,1757,0
,4739,0
,5318,0
,8149,0
,2980,0
,3034,0
,6816,0
,3110,0
,6516,0
,3354,0
,9113,0
,2430,0
,4700,0
,4041,0
,1332,0
,294,0
,4838,0
,5402,0
,7974,0
,3257,0
,4125,0
,7480,0
,5985,0
,1970,0
,2619,0
,4652,0
,2557,0
,1309,0
,980,0
,6751,0
,7013,0
,8186,0
,2297,0
,3737,0
,9484,0
,3985,0
,6425,0
,903,0
,9306,0
,8079,0
,2634,0
,6538,0
,1174,0
,3454,0
,2016,0
,9500,0
,6306,0
,6434,0
,9528,0
,7886,0
,5998,0
,1840,0
,9124,0
,1597,0
,3066,0
,8121,0
,9283,0
,308,0
,9931,0
,7684,0
,6204,0
,298,0
,9865,0
,2634,0
,4151,0
,156,0
,531,0
,4427,0
,3752,0
,9061,0
,6895,0
,190,0
,2697,0
,5593,0
,9778,0
,8693,0
,5955,0
,4801,0
,1384,0
,1919,0
,1128,0
,417,0
,5505,0
,1943,0
,6000,0
,9046,0
,1208,0
,8281,0
,3709,0
,4091,0
,9105,0
,2933,0
,1997,0
,3242,0
,6095,0
,4396,0
,1901,0
,4239,0
,5167,0
,3207,0
,3941,0
,8136,0
,6324,0
,5112,0
,3427,0
,729,0
,5504,0
,4408,0
,9543,0
,9965,0
,9179,0
,2943,0
,8745,0
,5446,0
,83,0
,5234,0
,8802,0
,6533,0
,401,0
,5046,0
,5661,0
,4613,0
,9636,0
,6994,0
,1787,0
,1298,0
,1228,0
,227,0
,1981,0
,2279,0
,7140,0
,8970,0
,786,0
,1301,0
,5613,0
,2160,0
,5390,0
,6383,0
,9732,0
,7049,0
,9475,0
,8706,0
,6495,0
,982,0
,6734,0
,4355,0
,3545,0
,3524,0
,6336,0
,5056,0
,2343,0
,6931,0
,1543,0
,2632,0
,86,0
,5569,0
,6681,0
,2886,0
,5603,0
,7524,0
,317,0
,7769,0
,2087,0
,3462,0
,230,0
,6751,0
,3709,0
,282,0
,3692,0
,1247,0
,1186,0
,3854,0
,504,0
,6886,0
,8647,0
,4601,0
,1724,0
,1706,0
,6790,0
,6691,0
,5054,0
,1610,0
,15,0
,308,0
,4767,0
,6374,0
,6925,0
,9988,0
,4891,0
,9947,0
,1786,0
,7858,0
,4127,0
,9622,0
,987,0
,6656,0
,8930,0
,330,0
,9145,0
,8572,0
,5426,0
,6237,0
,9870,0
,9209,0
,8125,0
,2221,0
,5481,0
,5707,0
,136,0
,6415,0
,8653,0
,8434,0
,334,0
,3720,0
,812,0
,4894,0
,9561,0
,1252,0
,7387,0
,2833,0
,2230,0
,5524,0
,3635,0
,3298,0
,680,0
,1877,0
,8388,0
,5773,0
,2700,0
,9307,0
,4933,0
,5831,0
,3220,0
,7757,0
,604,0
,512,0
,4979,0
,3177,0
,9014,0
,8561,0
,852,0
,4616,0
,5268,0
,8741,0
,4071,0
,6972,0
,6835,0
,2852,0
,6008,0
,9302,0
,6246,0
,5018,0
,9837,0
,7669,0
,4402,0
,8967,0
,8333,0
,6809,0
,5590,0
,2047,0
,4296,0
,9125,0
,5045,0
,1026,0
,9302,0
,6066,0
,433,0
Sort 3,1813,0
,7312,2
,2656,0
,6437,0
,8767,1
,149,0
,1191,0
,6926,0
,7712,0
,2522,0
,3612,0
,1320,0
,8747,0
,8530,0
,9232,0
,3841,0
,3221,0
,7573,0
,1058,0
,4604,0
,5686,0
,1808,0
,6005,0
,6709,0
,1660,0
,5657,0
,5644,0
,9964,0
,6430,0
,8252,0
,8817,0
,1727,0
,2366,0
,8807,0
,981,0
,5672,0
,7592,0
,5423,0
,4897,0
,5344,0
,7031,0
,4941,0
,9548,0
,9518,0
,7703,0
,8425,0
,2677,0
,8961,0
,1349,0
,9233,0
,3168,0
,6213,0
,6146,0
,8006,0
,5678,0
,2533,0
,9686,0
,6803,0
,4132,0
,7470,0
,8018,0
,8506,0
,6302,0
,4828,0
,2014,0
,3645,0
,9900,0
,5348,0
,48,0
,358,0
,3914,0
,5724,0
,8334,0
,708,0
,6062,0
,1258,0
,763,0
,7970,0
,5531,0
,7448,0
,717,0
,5190,0
,738,0
,5681,0
,5632,0
,2275,0
,2632,0
,6315,0
,9971,0
,9179,0
,2930,0
,2369,0
,4895,0
,7140,0
,5388,0
,9083,0
,4184,0
,469,0
,3322,0
,4636,0
,1005,0
,9710,0
,4038,0
,984,0
,9225,0
,7234,0
,3592,0
,6064,0
,8460,0
,9522,0
,5476,0
,4843,0
,6035,0
,6854,0
,5516,0
,9635,0
,3571,0
,2634,0
,950,0
,1818,0
,2742,0
,9172,0
,2665,0
,5223,0
,7868,0
,7870,0
,5985,0
,7888,0
,8562,0
,5572,0
,9874,0
,3845,0
,8576,0
,8235,0
,8377,0
,5367,0
,524,0
,843,0
,7501,0
,4547,0
,637,0
,2395,0
,3780,0
,2863,0
,906,0
,1272,0
,7459,0
,2240,0
,1520,0
,9873,0
,3806,0
,725,0
,2610,0
,4450,0
,397,0
,1796,0
,8811,0
,3275,0
,4559,0
,6719,0
,4879,0
,2525,0
,4904,0
,7587,0
,5679,0
,2064,0
,4022,0
,3869,0
,7771,0
,2196,0
,386,0
,472,0
,4482,0
,1362,0
,3169,0
,7207,0
,4678,0
,365,0
,7210,0
,7803,0
,4682,0
,6411,0
,8690,0
,5826,0
,3373,0
,346,0
,8371,0
,7854,0
,7280,0
,1185,0
,5467,0
,5165,0
,5571,0
,4676,0
,4432,0
,585,0
,5214,0
,2339,0
,7650,0
,4574,0
,3019,0
,8208,0
,4617,0
,4627,0
,705,0
,4555,0
,5485,0
,151,0
,6106,0
,8427,0
,4277,0
,7882,0
,9734,0
,4811,0
,8711,0
,853,0
,6841,0
,6351,0
,1214,0
,5606,0
,9008,0
,690,0
,3113,0
,4652,0
,8609,0
,7614,0
,7471,0
,524,0
,1520,0
,342,0
,6209,0
,7870,0
,9806,0
,9459,0
,2360,0
,2071,0
,6971,0
,1225,0
,8142,0
,2579,0
,6476,0
,6022,0
,7192,0
,926,0
,8200,0
,3175,0
,8256,0
,9744,0
,4012,0
,6310,0
,9634,0
,931,0
,2447,0
,3267,0
,3676,0
,2066,0
,3663,0
,9086,0
,5832,0
,832,0
,2762,0
,1375,0
,182,0
,9393,0
,5849,0
,4098,0
,1234,0
,2009,0
,1255,0
,8914,0
,1302,0
,9039,0
,7775,0
,4961,0
,1128,0
,2654,0
,9651,0
,5585,0
,7427,0
,6216,0
,4729,0
,2370,0
,7155,0
,471,0
,5312,0
,696,0
,8490,0
,3522,0
,5856,0
,8072,0
,544,0
,6040,0
,5119,0
,7296,0
,2887,0
,6204,0
,1616,0
,9120,0
,9212,0
,5757,0
,4326,0
,9529,0
,9257,0
,8592,0
,327,0
,4160,0
,328,0
,6380,0
,3163,0
,9566,0
,6242,0
,50,0
,1444,0
,6279,0
,4166,0
,4919,0
,3895,0
,101,0
,2645,0
,4976,0
,3672,0
,7537,0
,9273,0
,9657,0
,5076,0
,5102,0
,4102,0
,8578,0
,2024,0
,7074,0
,1641,0
,3558,0
,8511,0
,1313,0
,1597,0
,6793,0
,9944,0
,9400,0
,8812,0
,1245,0
,5078,0
,4818,0
,1266,0
,3553,0
,784,0
,7962,0
,3246,0
,2183,0
,4953,0
,4718,0
,6882,0
,9344,0
,1755,0
,9165,0
,2249,0
,4743,0
,7164,0
,5117,0
,1624,0
,3142,0
,1315,0
,3915,0
,9261,0
,6793,0
,8292,0
,1360,0
,5044,0
,893,0
,2774,0
,3836,0
