Sort 1,,,,,,,,,,
Sort 1,14,64,,Data Size,Average Exchanges,,Shell Sort,Shell Sort,Quick Sort,Insertion Sort
,8466,17929559,,,,,,,,
,8485,17568829,,,,,,,,
,8502,17709001,,,,,,,,
,8526,18100917,,,,,,,,
,8545,18032420,,,,,,,,
,8559,18042078,,,,,,,,
,8577,18267632,,,,,,,,
,8589,18039632,,,,,,,,
,8596,18188115,,,,,,,,
,8604,18411938,,,,,,,,
,8615,18085690,,,,,,,,
,8633,18637003,,,,,,,,
,8642,18374014,,,,,,,,
,8655,18537050,,,,,,,,
,8656,18609725,,,,,,,,
,8659,18546071,,,,,,,,
,8672,18534891,,,,,,,,
,8694,19034553,,,,,,,,
,8696,18729156,,,,,,,,
,8697,18624373,,,,,,,,
,8707,18488987,,,,,,,,
,8709,18726072,,,,,,,,
,8714,18792254,,,,,,,,
,8731,18796909,,,,,,,,
,8757,18958266,,,,,,,,
,8757,18790411,,,,,,,,
,8779,18982156,,,,,,,,
,8781,19062870,,,,,,,,
,8782,19090751,,,,,,,,
,8795,19270590,,,,,,,,
,8815,19361855,,,,,,,,
,8822,19343975,,,,,,,,
,8832,19264445,,,,,,,,
,8852,19382823,,,,,,,,
,8856,19260449,,,,,,,,
,8890,19528020,,,,,,,,
,8919,19750263,,,,,,,,
,8925,19727397,,,,,,,,
,8928,19700748,,,,,,,,
,8936,19802988,,,,,,,,
,8944,19916604,,,,,,,,
,8944,19492406,,,,,,,,
,8972,19737900,,,,,,,,
,8976,20297570,,,,,,,,
,8991,19906320,,,,,,,,
,9005,19885602,,,,,,,,
,9005,20072641,,,,,,,,
,9012,20157134,,,,,,,,
,9033,20588401,,,,,,,,
,9034,20045247,,,,,,,,
,9035,20177172,,,,,,,,
,9043,20263981,,,,,,,,
,9048,20209406,,,,,,,,
,9050,20424999,,,,,,,,
,9058,20329654,,,,,,,,
,9080,20370455,,,,,,,,
,9083,20526883,,,,,,,,
,9089,20679155,,,,,,,,
,9090,20283894,,,,,,,,
,9094,20507182,,,,,,,,
,9111,20566229,,,,,,,,
,9115,20621893,,,,,,,,
,9119,20422679,,,,,,,,
,9126,20633814,,,,,,,,
,9128,20506493,,,,,,,,
,9143,20492137,,,,,,,,
,9143,20702605,,,,,,,,
,9150,20834672,,,,,,,,
,9159,20726687,,,,,,,,
,9161,20740783,,,,,,,,
,9166,20869678,,,,,,,,
,9178,20786935,,,,,,,,
,9230,21143863,,,,,,,,
,9266,21131182,,,,,,,,
,9269,21262777,,,,,,,,
,9288,21573481,,,,,,,,
,9290,21373546,,,,,,,,
,9307,21656964,,,,,,,,
,9331,21692518,,,,,,,,
,9340,21643573,,,,,,,,
,9358,21732016,,,,,,,,
,9367,21612617,,,,,,,,
,9381,21825827,,,,,,,,
,9383,21728975,,,,,,,,
,9385,21997602,,,,,,,,
,9409,22223673,,,,,,,,
,9440,22030952,,,,,,,,
,9444,22109360,,,,,,,,
,9446,22047910,,,,,,,,
,9447,22166359,,,,,,,,
,9452,21984090,,,,,,,,
,9455,22084172,,,,,,,,
,9490,22337183,,,,,,,,
,9492,21954092,,,,,,,,
,9493,22456284,,,,,,,,
,9504,22173299,,,,,,,,
,9505,22659671,,,,,,,,
,9507,22420349,,,,,,,,
,9510,22449498,,,,,,,,
,9511,22300974,,,,,,,,
,9517,22553715,,,,,,,,
,9526,22311610,,,,,,,,
,9559,22473162,,,,,,,,
,9560,22651287,,,,,,,,
,9566,22552853,,,,,,,,
,9583,22779809,,,,,,,,
,9589,22815616,,,,,,,,
,9594,22877390,,,,,,,,
,9599,22756724,,,,,,,,
,9607,22743708,,,,,,,,
,9618,22724017,,,,,,,,
,9629,22963253,,,,,,,,
,9636,23128789,,,,,,,,
,9656,22983863,,,,,,,,
,9659,23037817,,,,,,,,
,9676,23684101,,,,,,,,
,9711,23541902,,,,,,,,
,9715,23625392,,,,,,,,
,9746,23424410,,,,,,,,
,9764,23761875,,,,,,,,
,9768,23472515,,,,,,,,
,9770,23767175,,,,,,,,
,9789,23889356,,,,,,,,
,9796,23869755,,,,,,,,
,9807,23858270,,,,,,,,
,9814,23603106,,,,,,,,
,9818,23600209,,,,,,,,
,9835,23888687,,,,,,,,
,9842,23962490,,,,,,,,
,9845,23881378,,,,,,,,
,9847,24118316,,,,,,,,
,9848,23762550,,,,,,,,
,9850,24249115,,,,,,,,
,9854,23942672,,,,,,,,
,9883,24015650,,,,,,,,
,9884,24209422,,,,,,,,
,9890,24174839,,,,,,,,
,9930,24685509,,,,,,,,
,9964,24508223,,,,,,,,
,9966,24706620,,,,,,,,
Sort 2,15,56,,,,,,,,
,51,268,,,,,,,,
,69,384,,,,,,,,
,80,600,,,,,,,,
,81,422,,,,,,,,
,83,720,,,,,,,,
,86,764,,,,,,,,
,88,910,,,,,,,,
,101,620,,,,,,,,
,108,724,,,,,,,,
,109,878,,,,,,,,
,119,858,,,,,,,,
,122,1010,,,,,,,,
,136,992,,,,,,,,
,156,1094,,,,,,,,
,167,1212,,,,,,,,
,178,1308,,,,,,,,
,190,1426,,,,,,,,
,216,1680,,,,,,,,
,227,2006,,,,,,,,
,230,1690,,,,,,,,
,279,2368,,,,,,,,
,282,2798,,,,,,,,
,287,2286,,,,,,,,
,291,2820,,,,,,,,
,294,2436,,,,,,,,
,298,2860,,,,,,,,
,308,2548,,,,,,,,
,308,2318,,,,,,,,
,317,2598,,,,,,,,
,326,2936,,,,,,,,
,330,3104,,,,,,,,
,334,2720,,,,,,,,
,336,2678,,,,,,,,
,341,2626,,,,,,,,
,343,3106,,,,,,,,
,349,3250,,,,,,,,
,360,3098,,,,,,,,
,360,3264,,,,,,,,
,396,3958,,,,,,,,
,401,3884,,,,,,,,
,407,2998,,,,,,,,
,412,4376,,,,,,,,
,413,3720,,,,,,,,
,416,3902,,,,,,,,
,417,4278,,,,,,,,
,422,4344,,,,,,,,
,433,4242,,,,,,,,
,475,3606,,,,,,,,
,493,4170,,,,,,,,
,504,4490,,,,,,,,
,512,4494,,,,,,,,
,515,5318,,,,,,,,
,531,4770,,,,,,,,
,540,4976,,,,,,,,
,545,5102,,,,,,,,
,549,4802,,,,,,,,
,581,4740,,,,,,,,
,594,6242,,,,,,,,
,599,4962,,,,,,,,
,604,6272,,,,,,,,
,649,6264,,,,,,,,
,654,6138,,,,,,,,
,672,5980,,,,,,,,
,680,6950,,,,,,,,
,705,6660,,,,,,,,
,714,7094,,,,,,,,
,729,6918,,,,,,,,
,736,6326,,,,,,,,
,757,7270,,,,,,,,
,761,8240,,,,,,,,
,786,6546,,,,,,,,
,806,6862,,,,,,,,
,811,7908,,,,,,,,
,812,9022,,,,,,,,
,823,6790,,,,,,,,
,830,7528,,,,,,,,
,852,10738,,,,,,,,
,857,8792,,,,,,,,
,867,7608,,,,,,,,
,880,8458,,,,,,,,
,893,7804,,,,,,,,
,893,9636,,,,,,,,
,903,8510,,,,,,,,
,939,8302,,,,,,,,
,960,8446,,,,,,,,
,971,10370,,,,,,,,
,980,9534,,,,,,,,
,982,9214,,,,,,,,
,982,8802,,,,,,,,
,987,9244,,,,,,,,
,994,10692,,,,,,,,
,1003,10234,,,,,,,,
,1021,11632,,,,,,,,
,1026,9722,,,,,,,,
,1029,9066,,,,,,,,
,1039,11554,,,,,,,,
,1048,11478,,,,,,,,
,1064,10194,,,,,,,,
,1101,11254,,,,,,,,
,1112,8608,,,,,,,,
,1113,14172,,,,,,,,
,1125,13068,,,,,,,,
,1128,10364,,,,,,,,
,1159,12790,,,,,,,,
,1165,11566,,,,,,,,
,1171,11658,,,,,,,,
,1174,13848,,,,,,,,
,1176,10006,,,,,,,,
,1182,12182,,,,,,,,
,1186,11594,,,,,,,,
,1208,11440,,,,,,,,
,1227,16112,,,,,,,,
,1227,14132,,,,,,,,
,1228,13042,,,,,,,,
,1233,15318,,,,,,,,
,1234,10992,,,,,,,,
,1234,12738,,,,,,,,
,1247,13306,,,,,,,,
,1252,11842,,,,,,,,
,1265,11158,,,,,,,,
,1270,13758,,,,,,,,
,1277,13434,,,,,,,,
,1280,15610,,,,,,,,
,1288,14776,,,,,,,,
,1296,10650,,,,,,,,
,1298,11868,,,,,,,,
,1301,12088,,,,,,,,
,1308,15922,,,,,,,,
,1309,11816,,,,,,,,
,1332,16576,,,,,,,,
,1338,17122,,,,,,,,
,1362,13668,,,,,,,,
,1363,15558,,,,,,,,
,1370,13428,,,,,,,,
,1377,13342,,,,,,,,
,1380,14948,,,,,,,,
,1384,16358,,,,,,,,
,1395,13626,,,,,,,,
,1431,15694,,,,,,,,
,1438,15718,,,,,,,,
,1439,13296,,,,,,,,
,1463,14100,,,,,,,,
,1465,14474,,,,,,,,
,1466,12836,,,,,,,,
,1477,14308,,,,,,,,
,1502,14424,,,,,,,,
,1505,17834,,,,,,,,
,1509,14540,,,,,,,,
,1513,15878,,,,,,,,
,1526,14386,,,,,,,,
,1528,13336,,,,,,,,
,1543,13970,,,,,,,,
,1554,15944,,,,,,,,
,1577,12590,,,,,,,,
,1581,17572,,,,,,,,
,1581,17950,,,,,,,,
,1596,17310,,,,,,,,
,1597,16950,,,,,,,,
,1610,13924,,,,,,,,
,1614,14552,,,,,,,,
,1631,17246,,,,,,,,
,1636,16640,,,,,,,,
,1644,15696,,,,,,,,
,1672,16050,,,,,,,,
,1676,19114,,,,,,,,
,1678,17158,,,,,,,,
,1688,18886,,,,,,,,
,1706,16846,,,,,,,,
,1709,18692,,,,,,,,
,1724,17324,,,,,,,,
,1733,14106,,,,,,,,
,1740,18914,,,,,,,,
,1746,20770,,,,,,,,
,1757,18896,,,,,,,,
,1761,14170,,,,,,,,
,1766,18788,,,,,,,,
,1770,18890,,,,,,,,
,1778,15694,,,,,,,,
,1786,17828,,,,,,,,
,1787,17504,,,,,,,,
,1840,17906,,,,,,,,
,1842,23144,,,,,,,,
,1849,18486,,,,,,,,
,1850,20998,,,,,,,,
,1865,21528,,,,,,,,
,1877,18018,,,,,,,,
,1889,21230,,,,,,,,
,1901,19056,,,,,,,,
,1903,15864,,,,,,,,
,1919,20228,,,,,,,,
,1932,18200,,,,,,,,
,1937,19234,,,,,,,,
,1943,19590,,,,,,,,
,1947,18522,,,,,,,,
,1959,19962,,,,,,,,
,1966,18422,,,,,,,,
,1970,23326,,,,,,,,
,1980,21034,,,,,,,,
,1981,18276,,,,,,,,
,1997,18792,,,,,,,,
,2001,18312,,,,,,,,
,2016,18974,,,,,,,,
,2033,18158,,,,,,,,
,2044,21330,,,,,,,,
,2045,23040,,,,,,,,
,2047,21778,,,,,,,,
,2054,19976,,,,,,,,
,2084,22092,,,,,,,,
,2084,20292,,,,,,,,
,2087,23832,,,,,,,,
,2118,19592,,,,,,,,
,2133,25690,,,,,,,,
,2160,23492,,,,,,,,
,2213,24182,,,,,,,,
,2214,23282,,,,,,,,
,2221,23154,,,,,,,,
,2221,22488,,,,,,,,
,2230,20882,,,,,,,,
,2250,23020,,,,,,,,
,2255,19670,,,,,,,,
,2255,25582,,,,,,,,
,2264,21394,,,,,,,,
,2276,23234,,,,,,,,
,2279,25476,,,,,,,,
,2279,22340,,,,,,,,
,2289,20872,,,,,,,,
,2297,20438,,,,,,,,
,2300,23266,,,,,,,,
,2306,23764,,,,,,,,
,2308,28090,,,,,,,,
,2309,21232,,,,,,,,
,2325,26410,,,,,,,,
,2343,23270,,,,,,,,
,2352,24552,,,,,,,,
,2372,22952,,,,,,,,
,2381,23540,,,,,,,,
,2394,28412,,,,,,,,
,2397,21416,,,,,,,,
,2421,22166,,,,,,,,
,2430,23986,,,,,,,,
,2431,24344,,,,,,,,
,2439,22522,,,,,,,,
,2448,26194,,,,,,,,
,2451,20472,,,,,,,,
,2460,27016,,,,,,,,
,2504,32124,,,,,,,,
,2510,33660,,,,,,,,
,2514,23992,,,,,,,,
,2539,24094,,,,,,,,
,2541,26424,,,,,,,,
,2557,25150,,,,,,,,
,2568,22850,,,,,,,,
,2572,27716,,,,,,,,
,2575,19892,,,,,,,,
,2583,28870,,,,,,,,
,2588,24342,,,,,,,,
,2593,24382,,,,,,,,
,2599,31802,,,,,,,,
,2613,29144,,,,,,,,
,2619,26008,,,,,,,,
,2624,24040,,,,,,,,
,2628,23746,,,,,,,,
,2632,28868,,,,,,,,
,2632,30848,,,,,,,,
,2634,28718,,,,,,,,
,2634,27328,,,,,,,,
,2634,25052,,,,,,,,
,2680,26526,,,,,,,,
,2688,23024,,,,,,,,
,2691,25926,,,,,,,,
,2696,28436,,,,,,,,
,2697,27600,,,,,,,,
,2700,24348,,,,,,,,
,2745,26072,,,,,,,,
,2747,25750,,,,,,,,
,2794,27584,,,,,,,,
,2799,24316,,,,,,,,
,2833,24992,,,,,,,,
,2833,30346,,,,,,,,
,2841,28038,,,,,,,,
,2852,26762,,,,,,,,
,2858,26986,,,,,,,,
,2874,31832,,,,,,,,
,2886,30328,,,,,,,,
,2886,27710,,,,,,,,
,2890,37122,,,,,,,,
,2903,26082,,,,,,,,
,2904,29844,,,,,,,,
,2917,26458,,,,,,,,
,2918,25060,,,,,,,,
,2931,28636,,,,,,,,
,2932,28932,,,,,,,,
,2933,32492,,,,,,,,
,2937,43018,,,,,,,,
,2943,27444,,,,,,,,
,2945,27320,,,,,,,,
,2969,28158,,,,,,,,
,2980,28386,,,,,,,,
,2989,34732,,,,,,,,
,2997,26528,,,,,,,,
,3004,29150,,,,,,,,
,3026,35104,,,,,,,,
,3034,29514,,,,,,,,
,3037,32508,,,,,,,,
,3042,33296,,,,,,,,
,3065,26714,,,,,,,,
,3066,28394,,,,,,,,
,3079,29412,,,,,,,,
,3080,30374,,,,,,,,
,3081,34528,,,,,,,,
,3090,35126,,,,,,,,
,3100,28952,,,,,,,,
,3106,37634,,,,,,,,
,3108,30716,,,,,,,,
,3110,29558,,,,,,,,
,3124,32684,,,,,,,,
,3124,35854,,,,,,,,
,3162,29144,,,,,,,,
,3168,33528,,,,,,,,
,3168,31206,,,,,,,,
,3177,31520,,,,,,,,
,3207,27862,,,,,,,,
,3219,29162,,,,,,,,
,3219,30612,,,,,,,,
,3220,28122,,,,,,,,
,3227,32398,,,,,,,,
,3233,33616,,,,,,,,
,3241,31798,,,,,,,,
,3242,30838,,,,,,,,
,3257,32722,,,,,,,,
,3276,30184,,,,,,,,
,3279,25682,,,,,,,,
,3292,32850,,,,,,,,
,3298,30468,,,,,,,,
,3309,34410,,,,,,,,
,3343,31868,,,,,,,,
,3344,32624,,,,,,,,
,3348,38420,,,,,,,,
,3354,32922,,,,,,,,
,3355,29720,,,,,,,,
,3366,27048,,,,,,,,
,3379,32888,,,,,,,,
,3426,38514,,,,,,,,
,3427,40556,,,,,,,,
,3435,32852,,,,,,,,
,3440,39192,,,,,,,,
,3446,37634,,,,,,,,
,3450,37476,,,,,,,,
,3454,40656,,,,,,,,
,3461,39482,,,,,,,,
,3462,30790,,,,,,,,
,3462,32960,,,,,,,,
,3467,38200,,,,,,,,
,3476,34946,,,,,,,,
,3493,33622,,,,,,,,
,3524,37270,,,,,,,,
,3527,38504,,,,,,,,
,3530,44650,,,,,,,,
,3543,32162,,,,,,,,
,3545,36244,,,,,,,,
,3559,41642,,,,,,,,
,3571,42008,,,,,,,,
,3595,35554,,,,,,,,
,3612,35950,,,,,,,,
,3635,34502,,,,,,,,
,3643,40554,,,,,,,,
,3646,36172,,,,,,,,
,3665,35606,,,,,,,,
,3671,38474,,,,,,,,
,3684,33796,,,,,,,,
,3692,48506,,,,,,,,
,3693,38270,,,,,,,,
,3699,38494,,,,,,,,
,3703,33342,,,,,,,,
,3703,37948,,,,,,,,
,3709,45468,,,,,,,,
,3709,38354,,,,,,,,
,3711,40600,,,,,,,,
,3720,32694,,,,,,,,
,3726,36582,,,,,,,,
,3737,42594,,,,,,,,
,3737,42626,,,,,,,,
,3751,33704,,,,,,,,
,3752,38850,,,,,,,,
,3756,39932,,,,,,,,
,3758,33210,,,,,,,,
,3781,37928,,,,,,,,
,3786,38712,,,,,,,,
,3821,41952,,,,,,,,
,3854,35452,,,,,,,,
,3869,35836,,,,,,,,
,3869,49470,,,,,,,,
,3876,35912,,,,,,,,
,3894,42298,,,,,,,,
,3896,48464,,,,,,,,
,3908,33522,,,,,,,,
,3919,44170,,,,,,,,
,3941,40976,,,,,,,,
,3968,40518,,,,,,,,
,3985,39006,,,,,,,,
,4028,43910,,,,,,,,
,4041,42940,,,,,,,,
,4045,39870,,,,,,,,
,4067,42098,,,,,,,,
,4071,52842,,,,,,,,
,4075,42674,,,,,,,,
,4075,41508,,,,,,,,
,4082,37746,,,,,,,,
,4083,35662,,,,,,,,
,4084,47048,,,,,,,,
,4091,44618,,,,,,,,
,4116,44868,,,,,,,,
,4121,43604,,,,,,,,
,4125,35568,,,,,,,,
,4127,43602,,,,,,,,
,4136,37532,,,,,,,,
,4145,41696,,,,,,,,
,4146,41594,,,,,,,,
,4151,37474,,,,,,,,
,4165,47086,,,,,,,,
,4165,44992,,,,,,,,
,4172,48932,,,,,,,,
,4175,43718,,,,,,,,
,4183,38852,,,,,,,,
,4207,49172,,,,,,,,
,4209,40610,,,,,,,,
,4212,37184,,,,,,,,
,4216,46838,,,,,,,,
,4229,43240,,,,,,,,
,4238,40848,,,,,,,,
,4239,43982,,,,,,,,
,4239,48436,,,,,,,,
,4245,41706,,,,,,,,
,4249,41610,,,,,,,,
,4251,37984,,,,,,,,
,4267,47236,,,,,,,,
,4290,42570,,,,,,,,
,4296,35980,,,,,,,,
,4302,41824,,,,,,,,
,4319,41702,,,,,,,,
,4324,45616,,,,,,,,
,4333,40832,,,,,,,,
,4335,47082,,,,,,,,
,4346,45490,,,,,,,,
,4355,39814,,,,,,,,
,4363,46792,,,,,,,,
,4373,48888,,,,,,,,
,4380,42592,,,,,,,,
,4387,40726,,,,,,,,
,4396,58530,,,,,,,,
,4402,40530,,,,,,,,
,4408,44452,,,,,,,,
,4413,50110,,,,,,,,
,4417,40734,,,,,,,,
,4427,48782,,,,,,,,
,4435,40946,,,,,,,,
,4441,63550,,,,,,,,
,4464,43952,,,,,,,,
,4499,46264,,,,,,,,
,4511,47414,,,,,,,,
,4519,36750,,,,,,,,
,4523,42176,,,,,,,,
,4526,55624,,,,,,,,
,4534,44828,,,,,,,,
,4586,49262,,,,,,,,
,4591,41116,,,,,,,,
,4594,58848,,,,,,,,
,4597,56820,,,,,,,,
,4601,44938,,,,,,,,
,4613,45770,,,,,,,,
,4616,51864,,,,,,,,
,4623,48036,,,,,,,,
,4632,57702,,,,,,,,
,4652,44880,,,,,,,,
,4668,63646,,,,,,,,
,4670,47174,,,,,,,,
,4671,51180,,,,,,,,
,4696,52534,,,,,,,,
,4700,42012,,,,,,,,
,4707,51606,,,,,,,,
,4711,49076,,,,,,,,
,4739,51866,,,,,,,,
,4750,54572,,,,,,,,
,4752,47168,,,,,,,,
,4754,43248,,,,,,,,
,4767,52276,,,,,,,,
,4776,45700,,,,,,,,
,4788,39368,,,,,,,,
,4789,47940,,,,,,,,
,4801,54138,,,,,,,,
,4805,47246,,,,,,,,
,4815,48374,,,,,,,,
,4826,48972,,,,,,,,
,4829,49546,,,,,,,,
,4831,49040,,,,,,,,
,4838,47170,,,,,,,,
,4856,51292,,,,,,,,
,4862,50396,,,,,,,,
,4886,46724,,,,,,,,
,4891,59280,,,,,,,,
,4894,52342,,,,,,,,
,4902,45168,,,,,,,,
,4915,53858,,,,,,,,
,4933,41456,,,,,,,,
,4954,57256,,,,,,,,
,4971,48368,,,,,,,,
,4979,55358,,,,,,,,
,4981,45526,,,,,,,,
,4996,58788,,,,,,,,
,5018,46336,,,,,,,,
,5024,46590,,,,,,,,
,5036,47700,,,,,,,,
,5045,55202,,,,,,,,
,5046,51030,,,,,,,,
,5048,61658,,,,,,,,
,5054,47652,,,,,,,,
,5056,49708,,,,,,,,
,5056,45478,,,,,,,,
,5084,65500,,,,,,,,
,5094,47352,,,,,,,,
,5112,45916,,,,,,,,
,5116,46382,,,,,,,,
,5167,50302,,,,,,,,
,5177,48814,,,,,,,,
,5219,45990,,,,,,,,
,5234,56342,,,,,,,,
,5242,55756,,,,,,,,
,5244,50716,,,,,,,,
,5248,52614,,,,,,,,
,5268,63472,,,,,,,,
,5271,58536,,,,,,,,
,5280,47356,,,,,,,,
,5280,57214,,,,,,,,
,5283,51630,,,,,,,,
,5318,45426,,,,,,,,
,5327,63960,,,,,,,,
,5357,64918,,,,,,,,
,5390,48942,,,,,,,,
,5402,58862,,,,,,,,
,5411,61366,,,,,,,,
,5416,53726,,,,,,,,
,5417,48500,,,,,,,,
,5423,47206,,,,,,,,
,5426,68096,,,,,,,,
,5426,51460,,,,,,,,
,5430,67590,,,,,,,,
,5443,63218,,,,,,,,
,5446,48294,,,,,,,,
,5453,58572,,,,,,,,
,5457,53194,,,,,,,,
,5481,68432,,,,,,,,
,5504,58306,,,,,,,,
,5505,53434,,,,,,,,
,5524,66838,,,,,,,,
,5569,57294,,,,,,,,
,5590,56166,,,,,,,,
,5593,54654,,,,,,,,
,5597,55052,,,,,,,,
,5601,69786,,,,,,,,
,5603,51210,,,,,,,,
,5609,54280,,,,,,,,
,5613,62180,,,,,,,,
,5615,53096,,,,,,,,
,5615,51472,,,,,,,,
,5618,60064,,,,,,,,
,5618,71516,,,,,,,,
,5624,54370,,,,,,,,
,5635,55356,,,,,,,,
,5639,78542,,,,,,,,
,5644,64178,,,,,,,,
,5647,58662,,,,,,,,
,5651,56058,,,,,,,,
,5652,52660,,,,,,,,
,5653,53770,,,,,,,,
,5661,52882,,,,,,,,
,5670,53100,,,,,,,,
,5701,59800,,,,,,,,
,5704,64156,,,,,,,,
,5707,57604,,,,,,,,
,5723,56212,,,,,,,,
,5726,60182,,,,,,,,
,5760,56134,,,,,,,,
,5761,55042,,,,,,,,
,5763,58210,,,,,,,,
,5768,58366,,,,,,,,
,5773,59036,,,,,,,,
,5775,55234,,,,,,,,
,5778,72604,,,,,,,,
,5821,62370,,,,,,,,
,5831,62532,,,,,,,,
,5833,58200,,,,,,,,
,5834,53292,,,,,,,,
,5838,70470,,,,,,,,
,5857,49376,,,,,,,,
,5878,56792,,,,,,,,
,5890,56904,,,,,,,,
,5893,69330,,,,,,,,
,5897,59678,,,,,,,,
,5904,64916,,,,,,,,
,5905,56510,,,,,,,,
,5913,59524,,,,,,,,
,5926,69640,,,,,,,,
,5955,59332,,,,,,,,
,5963,74590,,,,,,,,
,5963,63842,,,,,,,,
,5966,72442,,,,,,,,
,5970,64294,,,,,,,,
,5985,55652,,,,,,,,
,5985,65688,,,,,,,,
,5997,56976,,,,,,,,
,5998,61352,,,,,,,,
,6000,64022,,,,,,,,
,6002,58742,,,,,,,,
,6008,63522,,,,,,,,
,6009,60590,,,,,,,,
,6023,64542,,,,,,,,
,6027,70198,,,,,,,,
,6028,51086,,,,,,,,
,6028,57662,,,,,,,,
,6030,64186,,,,,,,,
,6049,58554,,,,,,,,
,6050,51072,,,,,,,,
,6064,54258,,,,,,,,
,6066,75584,,,,,,,,
,6090,71302,,,,,,,,
,6095,71848,,,,,,,,
,6100,64902,,,,,,,,
,6109,65432,,,,,,,,
,6142,66652,,,,,,,,
,6197,62136,,,,,,,,
,6204,70736,,,,,,,,
,6204,72126,,,,,,,,
,6219,65848,,,,,,,,
,6225,67296,,,,,,,,
,6237,70566,,,,,,,,
,6243,67652,,,,,,,,
,6246,71280,,,,,,,,
,6257,77132,,,,,,,,
,6273,56704,,,,,,,,
,6295,65464,,,,,,,,
,6306,66084,,,,,,,,
,6306,59200,,,,,,,,
,6324,67774,,,,,,,,
,6324,56752,,,,,,,,
,6331,58100,,,,,,,,
,6336,59236,,,,,,,,
,6341,77038,,,,,,,,
,6354,65132,,,,,,,,
,6374,63312,,,,,,,,
,6376,63848,,,,,,,,
,6381,70588,,,,,,,,
,6383,73698,,,,,,,,
,6391,67740,,,,,,,,
,6409,67906,,,,,,,,
,6409,69492,,,,,,,,
,6415,66688,,,,,,,,
,6419,74586,,,,,,,,
,6422,76228,,,,,,,,
,6425,68928,,,,,,,,
,6425,57196,,,,,,,,
,6426,69414,,,,,,,,
,6427,63256,,,,,,,,
,6434,54446,,,,,,,,
,6441,68522,,,,,,,,
,6459,76954,,,,,,,,
,6474,56756,,,,,,,,
,6479,66744,,,,,,,,
,6485,66952,,,,,,,,
,6488,64720,,,,,,,,
,6495,63198,,,,,,,,
,6499,68692,,,,,,,,
,6507,66454,,,,,,,,
,6515,68348,,,,,,,,
,6516,55550,,,,,,,,
,6528,56852,,,,,,,,
,6533,69904,,,,,,,,
,6537,64496,,,,,,,,
,6538,67646,,,,,,,,
,6546,66096,,,,,,,,
,6549,59530,,,,,,,,
,6560,67494,,,,,,,,
,6566,61026,,,,,,,,
,6598,75704,,,,,,,,
,6605,85106,,,,,,,,
,6633,67134,,,,,,,,
,6652,70026,,,,,,,,
,6656,68808,,,,,,,,
,6669,69792,,,,,,,,
,6681,59926,,,,,,,,
,6683,72668,,,,,,,,
,6686,63668,,,,,,,,
,6691,80840,,,,,,,,
,6703,64164,,,,,,,,
,6705,58320,,,,,,,,
,6710,58486,,,,,,,,
,6732,61078,,,,,,,,
,6734,85320,,,,,,,,
,6742,69382,,,,,,,,
,6751,65266,,,,,,,,
,6751,65856,,,,,,,,
,6757,61348,,,,,,,,
,6763,81170,,,,,,,,
,6784,66122,,,,,,,,
,6790,76788,,,,,,,,
,6808,74366,,,,,,,,
,6809,87650,,,,,,,,
,6812,61078,,,,,,,,
,6816,66364,,,,,,,,
,6828,71782,,,,,,,,
,6835,63228,,,,,,,,
,6836,82766,,,,,,,,
,6852,68556,,,,,,,,
,6869,70640,,,,,,,,
,6886,77848,,,,,,,,
,6890,69094,,,,,,,,
,6895,69280,,,,,,,,
,6906,69368,,,,,,,,
,6909,69182,,,,,,,,
,6925,68700,,,,,,,,
,6931,73496,,,,,,,,
,6972,72644,,,,,,,,
,6994,67740,,,,,,,,
,7013,73110,,,,,,,,
,7018,63892,,,,,,,,
,7018,75662,,,,,,,,
,7026,69366,,,,,,,,
,7037,72228,,,,,,,,
,7045,73972,,,,,,,,
,7049,72290,,,,,,,,
,7061,70520,,,,,,,,
,7071,84706,,,,,,,,
,7086,68694,,,,,,,,
,7093,60192,,,,,,,,
,7095,66796,,,,,,,,
,7099,81844,,,,,,,,
,7110,79950,,,,,,,,
,7110,66766,,,,,,,,
,7135,72722,,,,,,,,
,7140,75360,,,,,,,,
,7152,67946,,,,,,,,
,7199,87100,,,,,,,,
,7199,77740,,,,,,,,
,7202,82524,,,,,,,,
,7211,69572,,,,,,,,
,7217,97792,,,,,,,,
,7266,82464,,,,,,,,
,7280,71664,,,,,,,,
,7282,64494,,,,,,,,
,7290,66196,,,,,,,,
,7345,87474,,,,,,,,
,7354,73164,,,,,,,,
,7359,60818,,,,,,,,
,7364,71104,,,,,,,,
,7387,74180,,,,,,,,
,7424,72676,,,,,,,,
,7435,67016,,,,,,,,
,7454,65634,,,,,,,,
,7455,83840,,,,,,,,
,7459,70436,,,,,,,,
,7472,78282,,,,,,,,
,7475,90078,,,,,,,,
,7480,64358,,,,,,,,
,7493,76024,,,,,,,,
,7495,62108,,,,,,,,
,7496,103254,,,,,,,,
,7524,64674,,,,,,,,
,7528,73402,,,,,,,,
,7530,84094,,,,,,,,
,7541,84458,,,,,,,,
,7610,76064,,,,,,,,
,7618,83400,,,,,,,,
,7633,92854,,,,,,,,
,7651,80048,,,,,,,,
,7667,84768,,,,,,,,
,7669,66660,,,,,,,,
,7673,92262,,,,,,,,
,7684,79242,,,,,,,,
,7688,69732,,,,,,,,
,7692,79550,,,,,,,,
,7705,95518,,,,,,,,
,7713,92798,,,,,,,,
,7720,76156,,,,,,,,
,7726,65070,,,,,,,,
,7757,71780,,,,,,,,
,7757,90008,,,,,,,,
