9035,84,20168138,20177172
8355,54,17237978,17246332
8890,64,19519131,19528020
5527,23,7489609,7495135
174,0,7209,7382
5786,26,8255627,8261412
5315,23,6934105,6939419
2856,7,2037189,2040044
6068,33,9116289,9122356
6182,31,9409329,9415510
9409,88,22214265,22223673
8526,70,18092392,18100917
4909,24,5987407,5992315
6904,52,11686696,11693599
9807,101,23848464,23858270
1956,3,968589,970544
2163,4,1182363,1184525
738,0,132367,133104
509,0,64638,65146
2656,6,1759586,1762241
1947,4,952585,954531
494,0,61991,62484
5879,34,8503976,8509854
2746,6,1860475,1863220
4235,16,4490549,4494783
4698,20,5449171,5453868
9090,77,20274805,20283894
4420,19,4859767,4864186
2901,7,2090714,2093614
8052,56,15909232,15917283
9890,84,24164950,24174839
699,0,118689,119387
3009,7,2187704,2190712
8925,70,19718473,19727397
1226,1,381227,382452
201,0,10091,10291
2746,6,1856275,1859020
2173,3,1167111,1169283
4411,16,4787522,4791932
2259,4,1260764,1263022
5503,25,7430815,7436317
9444,76,22099917,22109360
5085,21,6357041,6362125
278,0,18118,18395
2953,7,2169484,2172436
1400,1,485928,487327
1419,1,480819,482237
3081,8,2405807,2408887
7947,53,15585441,15593387
1600,2,640019,641618
7320,45,13175761,13183080
8559,63,18033520,18042078
3845,12,3725399,3729243
2684,6,1813526,1816209
784,0,148664,149447
4987,24,6148670,6153656
5764,29,8006003,8011766
7326,46,13257787,13265112
3338,9,2726969,2730306
3776,11,3557445,3561220
3444,9,2922876,2926319
8633,62,18628371,18637003
3193,8,2473888,2477080
6757,37,11210457,11217213
37,0,305,341
4212,14,4401379,4405590
2082,3,1072598,1074679
7153,42,12577475,12584627
4139,14,4230478,4234616
2587,5,1624633,1627219
6839,39,11494233,11501071
2424,4,1475445,1477868
5471,24,7301907,7307377
6419,35,10156220,10162638
7090,57,12435449,12442538
9058,70,20320597,20329654
2579,6,1658269,1660847
9848,80,23752703,23762550
7518,46,13945503,13953020
3684,12,3323683,3327366
8147,56,16284924,16293070
85,0,1664,1748
9854,83,23932819,23942672
5118,21,6444991,6450108
2455,5,1457444,1459898
6974,42,11971056,11978029
7505,48,13829111,13836615
8672,65,18526220,18534891
3765,11,3484016,3487780
6157,33,9393888,9400044
9005,68,19876598,19885602
8361,59,17336056,17344416
6819,39,11602672,11609490
1592,2,627158,628749
5976,30,8800049,8806024
5598,26,7737899,7743496
1594,2,619212,620805
3467,10,3007517,3010983
2214,4,1211142,1213355
5764,28,8183583,8189346
3558,10,3121455,3125012
5096,22,6441856,6446951
7165,44,12680927,12688091
9770,82,23757406,23767175
698,0,118260,118957
5655,26,7849709,7855363
5636,28,7945700,7951335
5461,25,7435215,7440675
6032,31,8973675,8979706
4667,18,5381302,5385968
8394,58,17477236,17485629
3401,9,2860402,2863802
478,0,52675,53152
4404,16,4794619,4799022
4611,17,5247193,5251803
8321,60,17060209,17068529
2148,4,1159347,1161494
666,0,112467,113132
476,0,54122,54597
3804,12,3523194,3526997
5074,21,6393785,6398858
7164,43,12601439,12608602
8832,66,19255614,19264445
7668,50,14667350,14675017
6471,36,10409422,10415892
2901,7,2124649,2127549
8259,61,17137478,17145736
9452,74,21974639,21984090
5508,25,7355700,7361207
2519,5,1615619,1618137
571,0,79545,80115
997,0,247550,248546
9150,71,20825523,20834672
3063,8,2307078,2310140
8383,58,17285325,17293707
2909,6,2077588,2080496
7970,55,15960581,15968550
6357,34,9947273,9953629
5960,31,8781140,8787099
9589,77,22806028,22815616
3636,11,3294781,3298416
8615,62,18077076,18085690
5028,21,6266656,6271683
8429,59,17490955,17499383
7680,47,14340509,14348188
6017,31,8939652,8945668
3513,10,3055852,3059364
6894,41,11800662,11807555
1713,2,715383,717095
9746,79,23414665,23424410
486,0,57710,58195
2819,6,1998039,2000857
1407,1,496399,497805
3822,12,3614002,3617823
7829,53,15367183,15375011
9493,79,22446792,22456284
9715,81,23615678,23625392
1588,2,615096,616683
3693,11,3321587,3325279
8642,62,18365373,18374014
470,0,54589,55058
1163,1,329087,330249
8852,64,19373972,19382823
2297,4,1280398,1282694
8696,63,18720461,18729156
5582,27,7717698,7723279
3250,9,2637820,2641069
5221,27,6738111,6743331
413,0,43627,44039
9505,82,22650167,22659671
1776,2,785392,787167
2932,7,2137166,2140097
9490,78,22327694,22337183
2590,5,1635794,1638383
7504,50,13915574,13923077
5634,27,7883581,7889214
6861,41,11837267,11844127
1185,1,342741,343925
854,0,182622,183475
4359,16,4764200,4768558
8545,62,18023876,18032420
2300,4,1286787,1289086
1875,3,877442,879316
2409,4,1419307,1421715
4240,15,4412602,4416841
5368,25,7149455,7154822
6034,31,9062253,9068286
5455,23,7198292,7203746
6620,38,10759396,10766015
9161,70,20731623,20740783
4283,15,4546059,4550341
4596,17,5138123,5142718
7430,45,13707429,13714858
6284,32,9808761,9815044
9814,78,23593293,23603106
1380,1,469346,470725
1944,3,915382,917325
9119,69,20413561,20422679
9850,81,24239266,24249115
9559,76,22463604,22473162
3150,8,2512066,2515215
1597,2,621815,623411
8195,58,16477727,16485921
5622,27,7742988,7748609
750,0,135353,136102
1253,1,385563,386815
7713,50,14817464,14825176
7966,55,15776108,15784073
1912,3,917403,919314
4567,17,5144666,5149232
301,0,21404,21704
8080,53,15993997,16002076
7417,56,13782592,13790008
1338,1,445937,447274
7463,46,13658148,13665610
8387,58,17461445,17469831
4826,19,5781980,5786805
732,0,133679,134410
3258,8,2582179,2585436
8071,54,16172106,16180176
7029,43,12258147,12265175
5991,30,8901442,8907432
4769,19,5566625,5571393
2103,3,1102140,1104242
7671,48,14430768,14438438
5788,27,8304853,8310640
9507,75,22410843,22420349
