5644,1,207964,64178
9575,2,535312,88392
6243,1,242308,67652
6560,3,263790,67494
893,0,10597,7804
8192,0,396962,76176
6050,0,240012,51072
6808,0,286663,74366
6474,0,257370,56756
9447,0,529995,102006
8350,0,417165,108026
4251,0,121465,37984
9374,1,514124,103384
3440,0,89303,39192
1233,0,18189,15318
3684,0,96824,33796
3446,0,90436,37634
2918,0,65644,25060
7135,0,306601,72722
5704,0,219995,64156
5453,0,196000,58572
9551,0,533182,98698
1466,0,22013,12836
5639,0,222728,78542
4752,0,155587,47168
4586,0,144605,49262
581,0,6402,4740
654,0,6744,6138
672,0,7981,5980
1112,0,14819,8608
1296,0,18700,10650
2439,0,46467,22522
6549,0,266690,59530
7061,0,314529,70520
2931,0,65180,28636
4750,0,152078,54572
8655,0,447920,81672
7217,0,326029,97792
9606,0,541765,104314
3968,0,109173,40518
216,0,1637,1680
4335,0,135570,47082
1581,0,27584,17572
7202,0,316946,82524
2054,0,40946,19976
4954,0,163892,57256
9393,0,522813,95230
971,0,12900,10370
4172,0,124830,48932
5647,0,216665,58662
5048,0,175804,61658
5327,0,192006,63960
7472,0,339259,78282
8987,0,469607,85584
1463,0,23603,14100
5609,0,204319,54280
7495,0,339067,62108
4145,0,122386,41696
5966,0,233391,72442
9413,0,522117,92478
9469,0,525648,112664
1672,0,27094,16050
2001,0,37209,18312
1431,0,24129,15694
1889,0,33319,21230
1903,0,33880,15864
7095,0,316395,66796
4971,0,163607,48368
8300,0,416680,78620
9662,0,565864,134446
3612,0,92242,35950
9002,0,479747,94552
5970,0,229713,64294
7435,0,338041,67016
3665,0,96754,35606
7541,0,351573,84458
8433,0,420784,71316
4805,0,151603,47246
9267,0,517136,94556
4594,0,147326,58848
4183,0,122373,38852
5280,0,179832,47356
3065,0,72223,26714
8736,0,466661,77312
2448,0,48868,26194
9181,0,494539,94092
279,0,2811,2368
1176,0,16936,10006
2300,0,46026,23266
6341,0,256530,77038
4591,0,140958,41116
5426,0,196698,68096
3343,0,82032,31868
6499,0,265749,68692
343,0,3055,3106
8785,0,461452,110910
6546,0,267932,66096
4523,0,135951,42176
3493,0,88762,33622
5084,0,177917,65500
2568,0,52406,22850
7211,0,325185,69572
2279,0,45511,25476
3530,0,92912,44650
811,0,9688,7908
3004,0,68066,29150
7424,0,330653,72676
6409,0,255760,67906
4324,0,129510,45616
4788,0,154914,39368
7037,0,300839,72228
9531,0,541124,91884
1865,0,33386,21528
1676,0,29167,19114
5893,0,225826,69330
7454,0,332541,65634
9184,0,499272,103206
857,0,10562,8792
4302,0,131762,41824
9399,0,519214,89572
4082,0,115918,37746
2634,0,57293,28718
2381,0,48502,23540
6906,0,292145,69368
5963,0,227125,74590
8300,0,415805,89180
6197,0,245912,62136
6376,0,262981,63848
4862,0,155730,50396
4045,0,118725,39870
5857,0,213902,49376
1125,0,17678,13068
4981,0,160235,45526
9291,0,499911,88376
9116,0,489447,89844
2932,0,66216,28932
5430,0,193834,67590
3896,0,109937,48464
9821,0,565575,93416
9666,0,549501,109440
5778,0,218149,72604
8077,0,391851,81210
9473,0,523114,110036
2460,0,52432,27016
3079,0,74654,29412
9640,0,545267,102104
8593,0,443096,105720
7790,0,373244,72718
6757,0,280211,61348
7667,0,352333,84768
7266,0,320357,82464
714,0,8353,7094
1101,0,14885,11254
5618,0,207253,60064
2874,0,63693,31832
3168,0,74612,33528
4116,0,118490,44868
2841,0,62329,28038
4464,0,135882,43952
5024,0,171446,46590
2680,0,56537,26526
4696,0,149772,52534
6669,0,278889,69792
2937,0,72216,43018
2890,0,66828,37122
3124,0,74132,32684
2799,0,60337,24316
2045,0,38561,23040
2969,0,67195,28158
1234,0,17748,10992
1277,0,18577,13434
6419,0,261976,74586
3279,0,82428,25682
7459,0,341801,70436
4084,0,118281,47048
1528,0,23063,13336
8437,0,417681,83990
3559,0,95490,41642
5423,0,190005,47206
8244,0,412784,75284
4290,0,128231,42570
4239,0,125386,43982
7045,0,306360,73972
4245,0,123081,41706
1280,0,19741,15610
7475,0,340417,90078
893,0,10795,9636
8922,0,469015,105266
5615,0,203471,53096
1932,0,34475,18200
8204,0,401853,84930
6109,0,238358,65432
8963,0,480120,88412
6784,0,283676,66122
7967,0,387351,78416
1581,0,25632,17950
7673,0,359880,92262
8808,0,457620,85912
3876,0,106274,35912
1959,0,34854,19962
167,0,1339,1212
2431,0,48495,24344
6306,0,251825,66084
2833,0,62250,24992
5985,0,227487,55652
5897,0,218951,59678
4346,0,128822,45490
2628,0,53578,23746
119,0,798,858
4829,0,154333,49546
8053,0,391632,83184
4067,0,115802,42098
2588,0,53718,24342
9233,0,506626,98540
6652,0,286434,70026
1740,0,31149,18914
1761,0,30818,14170
2945,0,64834,27320
6295,0,251045,65464
6633,0,273389,67134
736,0,8882,6326
3435,0,86399,32852
3309,0,83214,34410
5443,0,192602,63218
2325,0,46369,26410
6090,0,237710,71302
9578,0,550316,111480
2917,0,65730,26458
422,0,4128,4344
6812,0,284375,61078
1039,0,13430,11554
5416,0,192592,53726
3476,0,90781,34946
178,0,1355,1308
1395,0,19669,13626
336,0,2973,2678
9593,0,542871,94462
3124,0,75018,35854
6566,0,265827,61026
3426,0,86730,38514
5457,0,189038,53194
4831,0,154910,49040
2118,0,40174,19592
7152,0,313912,67946
5670,0,207765,53100
1709,0,29462,18692
4075,0,112529,42674
8867,0,463128,83988
3379,0,82528,32888
9727,0,546597,90916
6142,0,239298,66652
4212,0,123812,37184
2794,0,60180,27584
8072,0,394298,89450
9367,0,518478,101786
3671,0,97441,38474
4417,0,132384,40734
7705,0,368392,95518
3106,0,75851,37634
9188,0,499047,93968
1270,0,18021,13758
6852,0,287318,68556
2691,0,56499,25926
8835,0,466402,99138
7364,0,326599,71104
2352,0,46578,24552
545,0,5982,5102
3699,0,99184,38494
9550,0,536279,87466
1849,0,32240,18486
1966,0,37190,18422
3080,0,72302,30374
9112,0,490341,118464
5280,0,180672,57214
8551,0,436062,105780
9423,0,520443,99492
6869,0,288357,70640
9926,0,590782,121200
8326,0,415562,93482
1614,0,24897,14552
3786,0,105221,38712
2593,0,56407,24382
2613,0,56263,29144
4413,0,132888,50110
5905,0,223261,56510
7720,0,358553,76156
3821,0,103121,41952
6219,0,243111,65848
7290,0,324390,66196
1937,0,36641,19234
5116,0,174208,46382
4207,0,124484,49172
413,0,3636,3720
9173,0,508761,109868
101,0,595,620
108,0,768,724
6763,0,292718,81170
8556,0,442438,88916
8193,0,404841,83920
2575,0,55356,19892
8818,0,473664,96724
8106,0,387470,78114
3908,0,105771,33522
7688,0,361618,69732
8494,0,427677,85082
9541,0,532425,102858
5963,0,230233,63842
9667,0,536485,90868
1308,0,19801,15922
4146,0,116404,41594
1377,0,19950,13342
994,0,12526,10692
1850,0,32614,20998
6683,0,274974,72668
960,0,12456,8446
3081,0,71867,34528
939,0,11500,8302
3344,0,83172,32624
1380,0,20973,14948
4373,0,133343,48888
2214,0,41828,23282
2903,0,64849,26082
3355,0,85098,29720
7354,0,328477,73164
3726,0,102853,36582
9105,0,490423,92704
6537,0,263265,64496
8567,0,440044,94020
8061,0,388838,71940
2858,0,62633,26986
4136,0,117320,37532
7496,0,346522,103254
1113,0,16728,14172
412,0,4079,4376
349,0,2934,3250
9800,0,561022,119770
360,0,3149,3098
8609,0,436607,80522
5094,0,174469,47352
5761,0,208756,55042
7280,0,322778,71664
5635,0,203901,55356
4671,0,145931,51180
8130,0,397272,75706
2583,0,54533,28870
3571,0,94195,42008
515,0,5532,5318
1003,0,13573,10234
3241,0,81693,31798
9810,0,571201,118336
5904,0,225411,64916
9416,0,518329,95320
4216,0,122936,46838
3646,0,96051,36172
291,0,2732,2820
5768,0,213026,58366
4670,0,144651,47174
8492,0,432275,79196
5411,0,197489,61366
5177,0,173844,48814
5997,0,228439,56976
7759,0,365032,85764
6890,0,294620,69094
2033,0,37350,18158
8584,0,443519,106788
1171,0,16340,11658
9677,0,561406,116582
8123,0,409889,107680
2539,0,53283,24094
761,0,8750,8240
6204,0,249451,70736
3037,0,70917,32508
2372,0,46027,22952
1439,0,22541,13296
4229,0,120454,43240
7906,0,373138,80270
4165,0,120243,47086
8394,0,422194,80062
8563,0,435448,85834
6488,0,267479,64720
1265,0,17915,11158
7651,0,355493,80048
8356,0,413160,68542
8024,0,389077,79744
6324,0,252631,67774
4075,0,119397,41508
1577,0,25592,12590
8062,0,386574,74348
9840,0,575010,126620
396,0,3864,3958
3462,0,87533,30790
9492,0,525018,106798
7345,0,331905,87474
830,0,9496,7528
5417,0,188270,48500
5775,0,212166,55234
5890,0,228795,56904
7827,0,372623,81274
823,0,10803,6790
341,0,3271,2626
6009,0,226129,60590
3168,0,76950,31206
4754,0,149272,43248
3450,0,90944,37476
6605,0,283332,85106
9944,0,589574,126958
8311,0,411108,69448
982,0,11779,9214
88,0,725,910
1526,0,23769,14386
4435,0,136168,40946
6836,0,295642,82766
6023,0,229787,64542
7110,0,312058,79950
4534,0,138225,44828
4249,0,122322,41610
8590,0,434918,90398
705,0,7808,6660
880,0,10940,8458
8927,0,468412,94764
2696,0,58382,28436
7956,0,383387,87010
4711,0,152332,49076
1438,0,21459,15718
493,0,4658,4170
3276,0,76719,30184
6459,0,265741,76954
7110,0,311251,66766
6028,0,232300,51086
2624,0,55429,24040
416,0,3927,3902
8027,0,397105,88386
3751,0,101413,33704
8122,0,395696,88734
6507,0,267051,66454
1021,0,14950,11632
5726,0,212759,60182
4915,0,162393,53858
9464,0,525514,112000
8018,0,379974,74314
1636,0,27475,16640
2250,0,48181,23020
1064,0,14662,10194
7955,0,392800,100136
6030,0,237222,64186
81,0,472,422
2504,0,55404,32124
9232,0,496778,88774
3162,0,72876,29144
5701,0,209051,59800
3292,0,81269,32850
9856,0,563920,97300
2572,0,54173,27716
4776,0,155474,45700
1338,0,19905,17122
7018,0,301030,63892
867,0,10609,7608
6828,0,288258,71782
5763,0,214877,58210
4121,0,116769,43604
7018,0,309825,75662
1165,0,16084,11566
6909,0,297565,69182
7359,1,331822,60818
6426,0,260071,69414
2044,0,37951,21330
6331,0,252992,58100
649,0,6897,6264
1644,0,26127,15696
2084,0,38003,22092
7934,0,382882,74364
8747,0,450832,93160
5357,0,192820,64918
4267,0,125435,47236
3108,0,72390,30716
4632,0,149791,57702
9435,0,516440,84076
5271,0,180673,58536
8063,0,385598,73996
5615,0,204656,51472
6028,0,228935,57662
1370,0,20377,13428
6049,0,233442,58554
3461,0,90929,39482
3869,0,105196,35836
1227,0,19659,16112
4387,0,131440,40726
4380,0,131784,42592
2264,0,44231,21394
7026,0,300471,69366
2213,0,45207,24182
7997,0,379418,76958
7759,0,369355,74558
6064,0,230975,54258
9039,0,479196,98762
3703,0,94481,33342
8468,0,421870,87790
2745,0,60542,26072
6422,0,265812,76228
8739,0,452308,95844
1947,0,33296,18522
1631,0,26737,17246
3227,0,77754,32398
1363,0,21201,15558
3703,0,95857,37948
6732,0,279492,61078
2541,0,54432,26424
2599,0,56582,31802
6225,0,241055,67296
5723,0,209293,56212
7071,0,315401,84706
8748,0,452067,86854
5624,0,200906,54370
9364,1,511556,86650
4996,0,169256,58788
8498,0,425562,82676
2306,0,45458,23764
3090,0,73126,35126
9638,0,542609,89410
9224,0,496584,96034
8608,1,445762,85538
5651,0,207668,56058
326,0,2868,2936
9958,1,578065,94696
4623,0,151604,48036
4668,0,151444,63646
2221,0,42886,23154
8470,0,427779,89808
6427,0,262449,63256
549,0,6463,4802
8225,0,407406,89440
7199,0,320355,87100
6686,0,277125,63668
4856,0,159457,51292
6100,1,237798,64902
9472,0,527955,100886
3366,0,82492,27048
1842,0,35138,23144
806,0,9139,6862
4902,0,165121,45168
7493,0,343145,76024
3219,0,77979,29162
9451,0,525175,90438
1770,0,29770,18890
6354,0,262179,65132
1688,0,27340,18886
8488,0,432630,100232
8362,0,414101,78254
3100,0,70907,28952
1778,0,29536,15694
5878,0,217713,56792
8802,0,460176,89332
4319,0,127696,41702
1554,0,26464,15944
7528,0,344472,73402
3527,0,88886,38504
4511,0,139338,47414
5652,0,206738,52660
6425,0,256079,68928
5248,0,181309,52614
7713,0,380699,92798
5653,0,204661,53770
6479,0,264006,66744
5601,0,204690,69786
9658,0,550299,84042
3219,0,79199,30612
7757,0,368964,71780
2997,0,68380,26528
5838,0,223636,70470
4175,0,123112,43718
2084,0,37815,20292
4519,0,139532,36750
7610,0,348213,76064
4209,0,121077,40610
2904,0,63617,29844
5597,0,202130,55052
1678,0,27226,17158
6409,0,261161,69492
1505,0,25208,17834
1362,0,19864,13668
1746,0,30225,20770
5821,0,215957,62370
360,0,3277,3264
9726,0,554575,86536
1465,0,23459,14474
2276,0,43804,23234
2514,0,51440,23992
4789,0,155061,47940
9587,0,532438,100630
2397,0,47472,21416
8473,0,435054,88356
4441,0,146072,63550
5244,0,179837,50716
2989,0,70735,34732
7093,0,304671,60192
9420,0,527420,98800
594,0,6596,6242
5219,0,175967,45990
9593,0,541844,101354
4886,0,159351,46724
9316,0,505928,86650
7530,0,345958,84094
5834,0,219622,53292
7775,0,366193,77744
757,0,9130,7270
7099,0,311661,81844
2747,0,59122,25750
3737,0,99599,42594
5760,0,211404,56134
4363,0,135093,46792
4499,0,135184,46264
4333,0,126821,40832
3894,0,110987,42298
8536,0,430213,74430
6528,0,264741,56852
6257,0,247911,77132
7282,0,322825,64494
540,0,5402,4976
6485,0,259022,66952
5283,0,182425,51630
1182,0,17647,12182
9692,0,551613,95514
287,0,2491,2286
3781,0,103013,37928
